topic,name,solution
Films,Ben Zaken (2014),"A single father who shares an apartment with his mother, older brother, and daughter. His challenge is to let go of his daughter in order to protect her from the same destiny."
Films,Welcome to Your Funeral: Part 1 (2015),"This is the story of the meteoric rise of one of the most influential speed metal bands of all time. This is a stranger than fiction roller coaster ride that has to be seen to be believed. This film takes you back to the earliest beginnings of the band, through their highly controversial signing with Capitol Records in 1987."
Films,Afghanistan 1979 (2014),"'Afghanistan 1979: the war that changed the world', is a French documentary about the Sovjet invasion in Afghanistan in 1979. It was one of the most crucial events of the 20th century, and changed the world forever. This documentary gives a good insight in the Afghan-Russian war ; the alliance between the Russian and Afghan communist governments ; Islamic resistance ; the support of America for the resistance and its consequences on the war."
Films,The Unpolished (2007),A 15-year-old girl whose free-spirited parents provide no sense of stability finds the roles between parent and child perpetually shifting in this family drama.
Films,Schulmädchen-Report 8. Teil - Was Eltern nie erfahren dürfen (1974),"A group of young co-eds who are away from home at boarding school share intimate stories about their ""first-time"" in a revealing session of show and tell. This 1970s late-night classic has been remastered from the original film elements and has never looked better! Three classic ""nudie cutie"" short films from the 1960s and 70s are included for a perfect night of retro erotic fun!"
Films,Unlimited (2015),"Simon Orwell is a brilliant student whose life has taken a series of wrong turns. At the point of giving up on his dreams, he gets a call from an old professor who has discovered a breakthrough in a device that would create unlimited energy, and he needs Simon's help. But once he crosses the border, nothing goes as planned. The professor has been killed and Simon is assaulted and nearly killed by members of a powerful drug cartel. Now he must take refuge in the only place that will help him - a local orphanage. There, Simon meets Harold Finch, the proprietor of the orphanage who walked away from a lucrative career with NASA and consulting Fortune 500 companies to serve a higher cause. With Harold's help, Simon sets out on a quest to uncover who killed the professor and why, but in the process discovers the secret to both the world-changing device and his own unlimited potential."
Films,Manos libres (2005),"Two mediocre law students from Mexico city plan a virtual kidnapping of a journalist daughter, so they can have a party weekend"
Films,Bawa Duka (1997),"Set during the British colonial reign in Sri Lanka (1905), this powerful drama follows Peduru who descends from a line of traditional drummers, crossing over to three generations. Peduru's struggle for survival in this harsh rural hamlet exposes the repressive Buddhist institutionalization of the locals, and the hierarchical structure backed by the British colonials."
Films,The Light: Swami Vivekananda (2013),Life history of Swami Vivekananda with some told and untold stories and his journey in search of god. The film shows the transformation of the young restless child to a matured individual.
Films,Bullseye (2016),"Argentina, one of the main beef producers in the world, as seen from an old bulls eye."
Films,Athena Rising (2014),"Angel, a ruthless business man, a pimp watches over his girls and makes sure they deliver on time. His girls are given cocaine and other drugs to keep them comatose, keep them calm. When Candy, one of his girls steps out of line she is brutally beaten and left to die. Padre, a priest whose background is unknown is one of Candy's clients see's the massacre that takes place. The only thing left for Candy, and the only thing that can save her life is this Padre, she must now cleanse herself from the sins she has committed. God will now take his revenge through this mysterious Padre, maybe he was put here for this reason. God Help us all."
Films,The Accused: Damned or Devoted? (2020),"About the cleric Khadim Hussain Rizvi, on a mission to preserve the country's blasphemy laws, which prescribe a mandatory death sentence for disrespecting The Prophet Muhammad (P.B.U.H) and life imprisonment for desecrating the Holy Quran."
Films,Chain Gang (2013),Chain Gang is a mixed media film about several characters and their experience on Estrella Jails Chain Gangs in Phoenix AZ. This is not a cliched prison story as some of the characters negate all past media renditions of Estrella Jail as being one of America's harshest prisons. The five main characters reveal themselves with unexpected confessions and humour.
